,States,Count,Week_index
0,CA,691.0,0
1,TX,534.8571428571429,0
2,NY,351.2857142857143,0
3,FL,242.71428571428572,0
4,GA,197.0,0
5,VA,158.71428571428572,0
6,PA,138.42857142857142,0
7,OH,138.28571428571428,0
8,IL,132.42857142857142,0
9,NC,113.57142857142857,0
10,NJ,113.28571428571429,0
11,LA,108.71428571428571,0
12,AL,108.14285714285714,0
13,MD,94.28571428571429,0
14,AZ,83.0,0
15,TN,79.28571428571429,0
16,MA,76.42857142857143,0
17,MI,68.28571428571429,0
18,IN,64.28571428571429,0
19,WA,61.285714285714285,0
20,NV,49.0,0
21,MO,47.857142857142854,0
22,SC,45.0,0
23,CO,43.57142857142857,0
24,WI,41.714285714285715,0
25,KY,41.285714285714285,0
26,OK,40.285714285714285,0
27,CT,35.857142857142854,0
28,OR,35.285714285714285,0
29,IA,29.0,0
30,MN,28.571428571428573,0
31,MS,26.285714285714285,0
32,UT,24.285714285714285,0
33,KS,22.0,0
34,AR,20.714285714285715,0
35,NM,17.714285714285715,0
36,NE,13.428571428571429,0
37,RI,12.857142857142858,0
38,WV,12.285714285714286,0
39,ID,8.0,0
40,ME,7.428571428571429,0
41,NH,6.571428571428571,0
42,VT,5.142857142857143,0
43,SD,4.571428571428571,0
44,DE,4.142857142857143,0
45,MT,3.5714285714285716,0
46,ND,3.2857142857142856,0
47,WY,1.4285714285714286,0
0,CA,531.5714285714286,1
1,TX,461.57142857142856,1
2,NY,298.2857142857143,1
3,FL,222.57142857142858,1
4,GA,174.28571428571428,1
5,VA,138.71428571428572,1
6,PA,114.42857142857143,1
7,IL,111.0,1
8,NJ,104.71428571428571,1
9,OH,103.71428571428571,1
10,LA,95.57142857142857,1
11,NC,95.42857142857143,1
12,AL,90.42857142857143,1
13,MD,82.28571428571429,1
14,AZ,75.28571428571429,1
15,TN,67.85714285714286,1
16,MI,60.285714285714285,1
17,MA,59.57142857142857,1
18,IN,53.285714285714285,1
19,WA,49.142857142857146,1
20,CO,43.714285714285715,1
21,SC,42.42857142857143,1
22,MO,39.857142857142854,1
23,NV,39.0,1
24,KY,37.285714285714285,1
25,OR,35.142857142857146,1
26,OK,30.571428571428573,1
27,CT,30.285714285714285,1
28,MN,27.428571428571427,1
29,IA,26.571428571428573,1
30,WI,25.857142857142858,1
31,MS,24.571428571428573,1
32,KS,21.428571428571427,1
33,AR,19.857142857142858,1
34,UT,16.428571428571427,1
35,NM,13.714285714285714,1
36,WV,11.714285714285714,1
37,NE,11.285714285714286,1
38,RI,9.0,1
39,ID,8.571428571428571,1
40,NH,8.428571428571429,1
41,VT,5.142857142857143,1
42,ME,5.0,1
43,ND,3.5714285714285716,1
44,MT,3.142857142857143,1
45,WY,2.857142857142857,1
46,DE,2.7142857142857144,1
47,SD,2.7142857142857144,1
0,CA,383.42857142857144,2
1,TX,301.2857142857143,2
2,NY,208.0,2
3,FL,153.42857142857142,2
4,GA,124.28571428571429,2
5,VA,87.28571428571429,2
6,IL,80.42857142857143,2
7,PA,77.57142857142857,2
8,OH,73.42857142857143,2
9,NC,72.42857142857143,2
10,AL,71.42857142857143,2
11,LA,67.0,2
12,NJ,65.0,2
13,MD,51.42857142857143,2
14,AZ,50.0,2
15,MA,43.285714285714285,2
16,MI,43.0,2
17,TN,42.285714285714285,2
18,WA,39.285714285714285,2
19,IN,34.714285714285715,2
20,SC,33.714285714285715,2
21,CO,30.857142857142858,2
22,MO,28.571428571428573,2
23,KY,27.0,2
24,NV,26.142857142857142,2
25,CT,24.428571428571427,2
26,OR,24.428571428571427,2
27,WI,21.0,2
28,OK,20.714285714285715,2
29,MN,19.0,2
30,MS,17.714285714285715,2
31,IA,16.285714285714285,2
32,KS,15.714285714285714,2
33,AR,13.571428571428571,2
34,UT,13.285714285714286,2
35,WV,8.428571428571429,2
36,NM,8.0,2
37,ID,7.857142857142857,2
38,NE,6.857142857142857,2
39,NH,6.285714285714286,2
40,RI,5.571428571428571,2
41,DE,3.7142857142857144,2
42,ME,3.5714285714285716,2
43,MT,3.2857142857142856,2
44,VT,2.5714285714285716,2
45,ND,2.4285714285714284,2
46,WY,1.2857142857142858,2
47,SD,1.1428571428571428,2
0,CA,229.28571428571428,3
1,TX,179.85714285714286,3
2,NY,134.57142857142858,3
3,FL,94.57142857142857,3
4,GA,74.14285714285714,3
5,VA,58.57142857142857,3
6,PA,47.57142857142857,3
7,OH,45.42857142857143,3
8,IL,45.285714285714285,3
9,NJ,44.714285714285715,3
10,NC,42.714285714285715,3
11,AL,40.42857142857143,3
12,LA,36.0,3
13,MD,34.142857142857146,3
14,AZ,31.285714285714285,3
15,MA,30.571428571428573,3
16,TN,27.714285714285715,3
17,MI,23.714285714285715,3
18,IN,23.571428571428573,3
19,WA,21.142857142857142,3
20,SC,19.571428571428573,3
21,MO,19.428571428571427,3
22,NV,16.0,3
23,KY,15.857142857142858,3
24,OR,15.714285714285714,3
25,CO,14.428571428571429,3
26,CT,14.428571428571429,3
27,OK,14.428571428571429,3
28,KS,13.571428571428571,3
29,MS,13.285714285714286,3
30,WI,12.285714285714286,3
31,IA,12.0,3
32,MN,10.0,3
33,UT,8.0,3
34,AR,7.142857142857143,3
35,WV,6.142857142857143,3
36,NM,6.142857142857143,3
37,NE,5.714285714285714,3
38,NH,4.571428571428571,3
39,RI,4.571428571428571,3
40,ID,4.428571428571429,3
41,ME,3.0,3
42,VT,2.7142857142857144,3
43,MT,2.2857142857142856,3
44,DE,1.8571428571428572,3
45,WY,1.5714285714285714,3
46,SD,1.1428571428571428,3
47,ND,1.0,3
0,CA,824.8571428571429,4
1,NY,533.0,4
2,TX,451.0,4
3,FL,309.2857142857143,4
4,VA,218.85714285714286,4
5,PA,208.14285714285714,4
6,GA,184.0,4
7,IL,176.42857142857142,4
8,OH,164.14285714285714,4
9,AL,154.0,4
10,NJ,148.28571428571428,4
11,NC,147.57142857142858,4
12,MA,140.71428571428572,4
13,MD,133.14285714285714,4
14,AZ,115.0,4
15,WA,112.42857142857143,4
16,TN,111.85714285714286,4
17,MI,97.85714285714286,4
18,CO,88.0,4
19,NV,81.0,4
20,IN,74.28571428571429,4
21,MO,73.57142857142857,4
22,SC,69.28571428571429,4
23,CT,69.0,4
24,MN,67.28571428571429,4
25,KY,62.57142857142857,4
26,OR,61.285714285714285,4
27,LA,60.714285714285715,4
28,WI,60.42857142857143,4
29,IA,54.285714285714285,4
30,OK,38.42857142857143,4
31,KS,35.285714285714285,4
32,UT,34.714285714285715,4
33,NM,28.857142857142858,4
34,AR,26.714285714285715,4
35,MS,23.142857142857142,4
36,NE,22.857142857142858,4
37,RI,21.0,4
38,NH,19.857142857142858,4
39,WV,15.571428571428571,4
40,ME,15.428571428571429,4
41,ID,15.0,4
42,VT,11.714285714285714,4
43,MT,9.857142857142858,4
44,SD,6.571428571428571,4
45,DE,6.571428571428571,4
46,ND,4.142857142857143,4
47,WY,2.142857142857143,4
0,CA,1028.2857142857142,5
1,NY,634.5714285714286,5
2,TX,540.7142857142857,5
3,FL,365.57142857142856,5
4,VA,286.0,5
5,PA,248.85714285714286,5
6,IL,231.71428571428572,5
7,GA,209.85714285714286,5
8,OH,192.14285714285714,5
9,NJ,191.28571428571428,5
10,NC,176.28571428571428,5
11,MA,169.42857142857142,5
12,MD,169.28571428571428,5
13,AL,159.0,5
14,WA,147.14285714285714,5
15,AZ,135.0,5
16,MI,122.14285714285714,5
17,TN,121.85714285714286,5
18,CO,108.14285714285714,5
19,NV,101.57142857142857,5
20,MO,95.57142857142857,5
21,IN,90.28571428571429,5
22,MN,87.85714285714286,5
23,CT,84.85714285714286,5
24,SC,82.57142857142857,5
25,IA,72.28571428571429,5
26,OR,70.71428571428571,5
27,WI,70.28571428571429,5
28,LA,67.14285714285714,5
29,KY,65.71428571428571,5
30,OK,54.142857142857146,5
31,KS,47.42857142857143,5
32,UT,41.42857142857143,5
33,AR,38.857142857142854,5
34,NM,36.714285714285715,5
35,NE,30.714285714285715,5
36,MS,25.142857142857142,5
37,RI,24.0,5
38,NH,23.714285714285715,5
39,ID,20.142857142857142,5
40,ME,15.428571428571429,5
41,WV,13.285714285714286,5
42,MT,12.714285714285714,5
43,VT,11.285714285714286,5
44,SD,8.857142857142858,5
45,ND,8.857142857142858,5
46,DE,6.285714285714286,5
47,WY,4.571428571428571,5
0,CA,975.4285714285714,6
1,NY,613.1428571428571,6
2,TX,553.0,6
3,FL,328.7142857142857,6
4,VA,269.85714285714283,6
5,PA,238.0,6
6,IL,225.14285714285714,6
7,GA,211.0,6
8,OH,198.57142857142858,6
9,NJ,178.71428571428572,6
10,MA,168.14285714285714,6
11,AL,166.85714285714286,6
12,MD,163.85714285714286,6
13,NC,162.0,6
14,WA,149.28571428571428,6
15,AZ,140.0,6
16,TN,117.0,6
17,MI,107.0,6
18,IN,101.0,6
19,CO,98.0,6
20,NV,89.28571428571429,6
21,MO,88.0,6
22,MN,87.14285714285714,6
23,OR,77.28571428571429,6
24,CT,75.71428571428571,6
25,LA,69.71428571428571,6
26,SC,68.57142857142857,6
27,IA,66.71428571428571,6
28,WI,66.28571428571429,6
29,KY,65.71428571428571,6
30,OK,57.0,6
31,UT,39.285714285714285,6
32,KS,37.285714285714285,6
33,NM,32.142857142857146,6
34,NE,31.857142857142858,6
35,AR,31.428571428571427,6
36,MS,28.714285714285715,6
37,RI,24.285714285714285,6
38,ME,23.428571428571427,6
39,NH,19.571428571428573,6
40,ID,19.285714285714285,6
41,WV,16.714285714285715,6
42,VT,12.0,6
43,MT,10.142857142857142,6
44,SD,9.142857142857142,6
45,DE,8.857142857142858,6
46,ND,5.285714285714286,6
47,WY,3.5714285714285716,6
0,CA,1001.7142857142857,7
1,NY,594.7142857142857,7
2,TX,536.4285714285714,7
3,FL,328.2857142857143,7
4,PA,268.0,7
5,VA,262.85714285714283,7
6,IL,231.14285714285714,7
7,GA,193.0,7
8,OH,179.42857142857142,7
9,NJ,175.14285714285714,7
10,MA,161.0,7
11,MD,160.28571428571428,7
12,AZ,159.28571428571428,7
13,NC,157.14285714285714,7
14,AL,153.57142857142858,7
15,WA,150.42857142857142,7
16,MI,116.14285714285714,7
17,TN,104.57142857142857,7
18,MN,92.85714285714286,7
19,IN,91.71428571428571,7
20,NV,89.14285714285714,7
21,CO,88.57142857142857,7
22,MO,83.85714285714286,7
23,OR,77.28571428571429,7
24,WI,75.71428571428571,7
25,IA,75.71428571428571,7
26,CT,69.0,7
27,LA,67.85714285714286,7
28,SC,63.857142857142854,7
29,KY,62.57142857142857,7
30,OK,44.42857142857143,7
31,UT,41.714285714285715,7
32,KS,40.857142857142854,7
33,AR,35.714285714285715,7
34,NM,34.0,7
35,MS,31.142857142857142,7
36,NE,30.285714285714285,7
37,NH,26.428571428571427,7
38,RI,26.142857142857142,7
39,ME,24.0,7
40,ID,19.714285714285715,7
41,VT,13.285714285714286,7
42,WV,12.285714285714286,7
43,MT,11.142857142857142,7
44,SD,9.428571428571429,7
45,DE,7.285714285714286,7
46,ND,5.714285714285714,7
47,WY,4.142857142857143,7
0,CA,1470.2857142857142,8
1,NY,912.1428571428571,8
2,TX,854.7142857142857,8
3,FL,533.0,8
4,VA,448.7142857142857,8
5,PA,373.7142857142857,8
6,IL,352.2857142857143,8
7,GA,329.7142857142857,8
8,OH,284.0,8
9,NJ,259.57142857142856,8
10,NC,251.14285714285714,8
11,AL,247.85714285714286,8
12,MA,247.42857142857142,8
13,MD,226.71428571428572,8
14,WA,219.85714285714286,8
15,AZ,213.0,8
16,TN,183.28571428571428,8
17,MI,181.42857142857142,8
18,IN,145.57142857142858,8
19,CO,144.57142857142858,8
20,MN,140.85714285714286,8
21,NV,135.85714285714286,8
22,MO,129.0,8
23,CT,117.28571428571429,8
24,WI,112.71428571428571,8
25,SC,110.71428571428571,8
26,LA,102.85714285714286,8
27,OR,100.57142857142857,8
28,KY,97.0,8
29,IA,96.57142857142857,8
30,OK,68.71428571428571,8
31,KS,63.0,8
32,AR,56.857142857142854,8
33,UT,53.714285714285715,8
34,NM,50.0,8
35,MS,47.57142857142857,8
36,RI,46.285714285714285,8
37,NE,38.285714285714285,8
38,NH,37.0,8
39,ID,31.142857142857142,8
40,ME,26.714285714285715,8
41,WV,24.428571428571427,8
42,VT,18.571428571428573,8
43,MT,15.714285714285714,8
44,SD,11.285714285714286,8
45,DE,8.714285714285714,8
46,WY,8.0,8
47,ND,7.571428571428571,8
0,CA,1445.2857142857142,9
1,NY,967.4285714285714,9
2,TX,817.1428571428571,9
3,FL,528.8571428571429,9
4,VA,462.7142857142857,9
5,PA,378.0,9
6,IL,338.2857142857143,9
7,GA,330.42857142857144,9
8,NC,283.2857142857143,9
9,NJ,277.85714285714283,9
10,OH,266.85714285714283,9
11,MA,256.14285714285717,9
12,AL,255.85714285714286,9
13,MD,243.42857142857142,9
14,WA,230.42857142857142,9
15,AZ,216.28571428571428,9
16,MI,174.71428571428572,9
17,TN,168.85714285714286,9
18,MO,156.71428571428572,9
19,CO,149.0,9
20,IN,145.0,9
21,NV,139.42857142857142,9
22,MN,133.42857142857142,9
23,CT,118.0,9
24,OR,111.0,9
25,SC,110.0,9
26,LA,106.28571428571429,9
27,WI,99.57142857142857,9
28,IA,98.57142857142857,9
29,KY,96.28571428571429,9
30,OK,76.85714285714286,9
31,KS,73.0,9
32,AR,59.0,9
33,UT,56.714285714285715,9
34,MS,46.285714285714285,9
35,NE,46.142857142857146,9
36,NM,42.57142857142857,9
37,NH,39.285714285714285,9
38,ID,38.57142857142857,9
39,RI,38.285714285714285,9
40,ME,36.857142857142854,9
41,WV,23.428571428571427,9
42,MT,15.285714285714286,9
43,VT,13.285714285714286,9
44,SD,12.857142857142858,9
45,ND,10.428571428571429,9
46,DE,9.142857142857142,9
47,WY,6.714285714285714,9
0,CA,1191.5714285714287,10
1,NY,774.0,10
2,TX,684.4285714285714,10
3,FL,433.14285714285717,10
4,VA,353.2857142857143,10
5,PA,304.0,10
6,GA,278.57142857142856,10
7,IL,265.85714285714283,10
8,NC,222.57142857142858,10
9,NJ,219.71428571428572,10
10,OH,219.28571428571428,10
11,AL,204.85714285714286,10
12,MD,196.85714285714286,10
13,MA,189.85714285714286,10
14,AZ,187.57142857142858,10
15,WA,167.71428571428572,10
16,TN,161.85714285714286,10
17,MI,127.14285714285714,10
18,CO,119.28571428571429,10
19,NV,118.71428571428571,10
20,IN,113.85714285714286,10
21,MN,110.28571428571429,10
22,MO,109.71428571428571,10
23,LA,106.14285714285714,10
24,SC,94.85714285714286,10
25,CT,84.42857142857143,10
26,OR,80.85714285714286,10
27,KY,76.85714285714286,10
28,WI,76.71428571428571,10
29,IA,75.28571428571429,10
30,KS,62.142857142857146,10
31,OK,61.857142857142854,10
32,AR,45.285714285714285,10
33,MS,43.57142857142857,10
34,UT,43.142857142857146,10
35,NE,35.0,10
36,RI,31.428571428571427,10
37,ME,26.285714285714285,10
38,NH,25.428571428571427,10
39,NM,25.285714285714285,10
40,ID,18.857142857142858,10
41,WV,16.0,10
42,VT,15.0,10
43,MT,13.285714285714286,10
44,SD,9.142857142857142,10
45,ND,7.285714285714286,10
46,DE,6.142857142857143,10
47,WY,5.428571428571429,10
0,CA,1107.4285714285713,11
1,NY,694.8571428571429,11
2,TX,665.4285714285714,11
3,FL,405.57142857142856,11
4,VA,361.42857142857144,11
5,PA,271.42857142857144,11
6,IL,253.42857142857142,11
7,GA,252.85714285714286,11
8,NJ,207.57142857142858,11
9,NC,206.28571428571428,11
10,OH,203.71428571428572,11
11,AZ,201.14285714285714,11
12,AL,183.0,11
13,WA,182.42857142857142,11
14,MA,179.0,11
15,MD,159.85714285714286,11
16,TN,146.85714285714286,11
17,NV,136.42857142857142,11
18,MI,116.14285714285714,11
19,CO,110.85714285714286,11
20,IN,108.57142857142857,11
21,MN,102.14285714285714,11
22,MO,97.71428571428571,11
23,SC,94.28571428571429,11
24,LA,87.57142857142857,11
25,OR,86.71428571428571,11
26,CT,84.0,11
27,IA,79.42857142857143,11
28,WI,75.42857142857143,11
29,KY,73.57142857142857,11
30,OK,58.142857142857146,11
31,UT,55.0,11
32,KS,51.714285714285715,11
33,AR,42.857142857142854,11
34,MS,35.142857142857146,11
35,NE,30.0,11
36,NM,28.428571428571427,11
37,ME,28.0,11
38,RI,27.285714285714285,11
39,NH,23.571428571428573,11
40,ID,19.571428571428573,11
41,WV,16.142857142857142,11
42,VT,15.428571428571429,11
43,SD,11.428571428571429,11
44,MT,10.142857142857142,11
45,ND,6.571428571428571,11
46,DE,6.142857142857143,11
47,WY,5.142857142857143,11
0,CA,1504.0,12
1,TX,1041.4285714285713,12
2,NY,813.0,12
3,FL,585.2857142857143,12
4,VA,419.7142857142857,12
5,AZ,384.2857142857143,12
6,PA,339.7142857142857,12
7,IL,328.14285714285717,12
8,GA,304.42857142857144,12
9,NC,266.2857142857143,12
10,AL,262.7142857142857,12
11,NJ,250.57142857142858,12
12,OH,245.71428571428572,12
13,WA,237.0,12
14,MA,227.85714285714286,12
15,MD,205.0,12
16,TN,176.42857142857142,12
17,MI,162.85714285714286,12
18,NV,147.57142857142858,12
19,MN,141.42857142857142,12
20,IN,132.0,12
21,OR,131.42857142857142,12
22,CO,130.42857142857142,12
23,SC,124.85714285714286,12
24,MO,121.85714285714286,12
25,OK,109.57142857142857,12
26,LA,102.71428571428571,12
27,CT,99.28571428571429,12
28,WI,94.14285714285714,12
29,IA,93.14285714285714,12
30,KY,91.85714285714286,12
31,UT,65.42857142857143,12
32,AR,62.714285714285715,12
33,KS,59.857142857142854,12
34,MS,45.857142857142854,12
35,NM,44.857142857142854,12
36,NE,42.285714285714285,12
37,NH,35.857142857142854,12
38,ME,30.857142857142858,12
39,RI,28.714285714285715,12
40,ID,27.428571428571427,12
41,WV,24.857142857142858,12
42,VT,22.714285714285715,12
43,MT,13.142857142857142,12
44,SD,10.285714285714286,12
45,ND,10.142857142857142,12
46,DE,7.714285714285714,12
47,WY,4.571428571428571,12
0,CA,1860.0,13
1,TX,1318.7142857142858,13
2,NY,972.2857142857143,13
3,FL,798.0,13
4,VA,452.14285714285717,13
5,PA,420.2857142857143,13
6,AZ,394.2857142857143,13
7,IL,391.57142857142856,13
8,GA,365.42857142857144,13
9,NJ,327.85714285714283,13
10,AL,327.42857142857144,13
11,OH,325.14285714285717,13
12,NC,311.2857142857143,13
13,WA,291.0,13
14,MA,284.2857142857143,13
15,MD,250.57142857142858,13
16,TN,227.71428571428572,13
17,MI,193.42857142857142,13
18,CO,179.0,13
19,NV,175.0,13
20,IN,161.14285714285714,13
21,SC,159.42857142857142,13
22,LA,158.14285714285714,13
23,OK,152.57142857142858,13
24,MN,150.28571428571428,13
25,MO,149.14285714285714,13
26,OR,146.71428571428572,13
27,CT,121.42857142857143,13
28,WI,119.42857142857143,13
29,KY,116.57142857142857,13
30,IA,112.0,13
31,UT,96.57142857142857,13
32,KS,89.0,13
33,AR,71.85714285714286,13
34,NM,70.14285714285714,13
35,NE,53.142857142857146,13
36,MS,52.142857142857146,13
37,ME,44.857142857142854,13
38,NH,41.57142857142857,13
39,ID,38.57142857142857,13
40,RI,35.57142857142857,13
41,WV,32.714285714285715,13
42,VT,17.714285714285715,13
43,MT,16.142857142857142,13
44,DE,16.0,13
45,SD,12.142857142857142,13
46,ND,9.571428571428571,13
47,WY,6.857142857142857,13
0,CA,2135.4285714285716,14
1,TX,1657.0,14
2,NY,1042.142857142857,14
3,FL,877.5714285714286,14
4,PA,510.57142857142856,14
5,VA,473.14285714285717,14
6,AZ,434.85714285714283,14
7,GA,426.42857142857144,14
8,IL,417.85714285714283,14
9,AL,398.14285714285717,14
10,OH,370.42857142857144,14
11,NJ,361.57142857142856,14
12,NC,347.42857142857144,14
13,WA,318.2857142857143,14
14,MA,307.0,14
15,TN,283.0,14
16,MD,257.42857142857144,14
17,MI,231.42857142857142,14
18,NV,213.28571428571428,14
19,CO,197.71428571428572,14
20,MN,180.85714285714286,14
21,SC,180.28571428571428,14
22,IN,171.0,14
23,MO,170.14285714285714,14
24,LA,169.0,14
25,OR,159.85714285714286,14
26,WI,136.71428571428572,14
27,IA,135.57142857142858,14
28,CT,133.57142857142858,14
29,OK,131.85714285714286,14
30,KY,121.85714285714286,14
31,KS,106.0,14
32,AR,97.28571428571429,14
33,UT,89.14285714285714,14
34,NM,81.71428571428571,14
35,MS,66.0,14
36,NE,56.42857142857143,14
37,ME,52.142857142857146,14
38,ID,47.285714285714285,14
39,NH,44.285714285714285,14
40,RI,43.0,14
41,WV,40.142857142857146,14
42,MT,21.285714285714285,14
43,VT,18.285714285714285,14
44,SD,16.285714285714285,14
45,ND,13.285714285714286,14
46,DE,12.857142857142858,14
47,WY,9.857142857142858,14
0,CA,2013.5714285714287,15
1,TX,1408.5714285714287,15
2,NY,1024.142857142857,15
3,FL,875.2857142857143,15
4,VA,503.7142857142857,15
5,GA,486.85714285714283,15
6,PA,461.2857142857143,15
7,IL,405.0,15
8,AL,391.2857142857143,15
9,AZ,384.2857142857143,15
10,OH,379.85714285714283,15
11,NJ,370.0,15
12,NC,344.0,15
13,WA,302.14285714285717,15
14,MA,276.2857142857143,15
15,TN,271.57142857142856,15
16,MD,255.71428571428572,15
17,MI,225.28571428571428,15
18,NV,213.28571428571428,15
19,CO,202.71428571428572,15
20,MO,186.57142857142858,15
21,IN,184.71428571428572,15
22,LA,172.85714285714286,15
23,SC,168.14285714285714,15
24,MN,167.28571428571428,15
25,OR,165.0,15
26,WI,141.42857142857142,15
27,KY,134.28571428571428,15
28,IA,134.0,15
29,CT,120.71428571428571,15
30,OK,119.85714285714286,15
31,KS,107.28571428571429,15
32,AR,88.28571428571429,15
33,UT,80.14285714285714,15
34,NM,74.85714285714286,15
35,MS,61.0,15
36,NE,56.857142857142854,15
37,ME,52.0,15
38,NH,50.42857142857143,15
39,WV,41.857142857142854,15
40,ID,40.0,15
41,RI,34.42857142857143,15
42,MT,22.142857142857142,15
43,SD,19.857142857142858,15
44,VT,19.571428571428573,15
45,ND,15.428571428571429,15
46,DE,12.0,15
47,WY,10.857142857142858,15
0,CA,2101.285714285714,16
1,TX,1333.4285714285713,16
2,NY,1016.0,16
3,FL,928.0,16
4,VA,486.85714285714283,16
5,GA,470.42857142857144,16
6,PA,462.14285714285717,16
7,IL,425.7142857142857,16
8,OH,420.42857142857144,16
9,AL,415.0,16
10,AZ,402.85714285714283,16
11,NC,359.7142857142857,16
12,NJ,319.7142857142857,16
13,WA,292.7142857142857,16
14,TN,286.7142857142857,16
15,MD,284.0,16
16,MA,267.14285714285717,16
17,MI,240.85714285714286,16
18,NV,219.0,16
19,CO,213.57142857142858,16
20,IN,199.71428571428572,16
21,MO,198.85714285714286,16
22,SC,190.0,16
23,LA,190.0,16
24,MN,181.14285714285714,16
25,OR,178.28571428571428,16
26,KY,165.14285714285714,16
27,WI,156.28571428571428,16
28,IA,144.71428571428572,16
29,OK,135.57142857142858,16
30,CT,127.14285714285714,16
31,AR,95.57142857142857,16
32,KS,95.42857142857143,16
33,UT,93.57142857142857,16
34,NM,80.28571428571429,16
35,MS,67.0,16
36,NH,54.285714285714285,16
37,ME,54.285714285714285,16
38,NE,53.142857142857146,16
39,ID,50.714285714285715,16
40,RI,46.42857142857143,16
41,WV,42.857142857142854,16
42,MT,24.428571428571427,16
43,VT,22.428571428571427,16
44,SD,18.142857142857142,16
45,DE,14.571428571428571,16
